ISOAlpha3,Country,Sex,Year,Prevalence BMI ≥25 kg/m² (overweight and obesity),Prevalence of BMI >=40 kg/m²(morbid obesity),Prevalence of BMI>=30 kg/m² (obesity),Prevalence of BMI>=35 kg/m² (severe obesity)
GTM,Guatemala,Men,2016,0.530970890,0.006387376,0.156666510,0.031086567
GUY,Guyana,Men,2000,0.317375009,0.002480776,0.065992312,0.010334191
GUY,Guyana,Men,2001,0.323708484,0.002781163,0.068950922,0.011212627
GUY,Guyana,Men,2002,0.330102865,0.003116569,0.072033438,0.012162100
GUY,Guyana,Men,2003,0.336593850,0.003489685,0.075237270,0.013186576
GUY,Guyana,Men,2004,0.343174776,0.003904619,0.078566090,0.014293364
GUY,Guyana,Men,2005,0.349805937,0.004364150,0.082014900,0.015485943
GUY,Guyana,Men,2006,0.356529623,0.004872104,0.085620832,0.016773558
GUY,Guyana,Men,2007,0.363324791,0.005432986,0.089384107,0.018165339
GUY,Guyana,Men,2008,0.370202587,0.006053315,0.093307854,0.019670205
GUY,Guyana,Men,2009,0.377157118,0.006738138,0.097402955,0.021296806
GUY,Guyana,Men,2010,0.384191675,0.007494225,0.101661880,0.023051350
GUY,Guyana,Men,2011,0.391394947,0.008332048,0.106128951,0.024955726
GUY,Guyana,Men,2012,0.398739304,0.009257349,0.110816876,0.027019263
GUY,Guyana,Men,2013,0.406210749,0.010280654,0.115729431,0.029254280
GUY,Guyana,Men,2014,0.413836795,0.011412936,0.120882533,0.031675970
GUY,Guyana,Men,2015,0.421604755,0.012662968,0.126284212,0.034296388
GUY,Guyana,Men,2016,0.429517577,0.014047429,0.131954006,0.037143553
HTI,Haiti,Men,2000,0.333759615,0.002007466,0.071645398,0.010205798
HTI,Haiti,Men,2001,0.343316067,0.002312027,0.076025852,0.011326643
HTI,Haiti,Men,2002,0.353557511,0.002669715,0.080850000,0.012608765
HTI,Haiti,Men,2003,0.364459980,0.003087615,0.086120497,0.014066937
HTI,Haiti,Men,2004,0.375950552,0.003574119,0.091844079,0.015720209
HTI,Haiti,Men,2005,0.387963911,0.004137426,0.098011981,0.017584501
HTI,Haiti,Men,2006,0.400361860,0.004784021,0.104594508,0.019659229
HTI,Haiti,Men,2007,0.413055883,0.005520349,0.111565486,0.021959121
HTI,Haiti,Men,2008,0.425988182,0.006354371,0.118906259,0.024492581
HTI,Haiti,Men,2009,0.439083278,0.007295194,0.126592702,0.027271664
HTI,Haiti,Men,2010,0.452253669,0.008350269,0.134589180,0.030301044
HTI,Haiti,Men,2011,0.465265502,0.009517603,0.142757746,0.033551315
HTI,Haiti,Men,2012,0.478111663,0.010804760,0.151095796,0.037029823
HTI,Haiti,Men,2013,0.490778942,0.012224084,0.159617549,0.040748634
HTI,Haiti,Men,2014,0.503314831,0.013781859,0.168339700,0.044724008
HTI,Haiti,Men,2015,0.515736812,0.015498254,0.177265310,0.048972246
HTI,Haiti,Men,2016,0.527857361,0.017367939,0.186275272,0.053458520
HND,Honduras,Men,2000,0.400784153,0.001405608,0.084047565,0.009520435
HND,Honduras,Men,2001,0.409084415,0.001580204,0.087964025,0.010366374
HND,Honduras,Men,2002,0.417413934,0.001774661,0.092015884,0.011279052
HND,Honduras,Men,2003,0.425786662,0.001991020,0.096193962,0.012259512
HND,Honduras,Men,2004,0.434206110,0.002231823,0.100515080,0.013315100
HND,Honduras,Men,2005,0.442652138,0.002498221,0.104960782,0.014450477
HND,Honduras,Men,2006,0.451122111,0.002791917,0.109539373,0.015667036
HND,Honduras,Men,2007,0.459608851,0.003115268,0.114233882,0.016970160
HND,Honduras,Men,2008,0.468091973,0.003472817,0.119059767,0.018371075
HND,Honduras,Men,2009,0.476572443,0.003865536,0.124024146,0.019874307
HND,Honduras,Men,2010,0.485053060,0.004296978,0.129123965,0.021486040
HND,Honduras,Men,2011,0.493511475,0.004770619,0.134349220,0.023210931
HND,Honduras,Men,2012,0.501923977,0.005290736,0.139686798,0.025048678
HND,Honduras,Men,2013,0.510284214,0.005860931,0.145147500,0.027007601
HND,Honduras,Men,2014,0.518606863,0.006489718,0.150743461,0.029106063
HND,Honduras,Men,2015,0.526898747,0.007183454,0.156496693,0.031351499
HND,Honduras,Men,2016,0.535148356,0.007950524,0.162391185,0.033747782
JAM,Jamaica,Men,2000,0.354794691,0.001586743,0.081690994,0.011271454
JAM,Jamaica,Men,2001,0.362846837,0.001813011,0.085417492,0.012260993
JAM,Jamaica,Men,2002,0.370974933,0.002070961,0.089275028,0.013329811
JAM,Jamaica,Men,2003,0.379199251,0.002363905,0.093255002,0.014483041
JAM,Jamaica,Men,2004,0.387504854,0.002695839,0.097370090,0.015732231
JAM,Jamaica,Men,2005,0.395862045,0.003069376,0.101616927,0.017079964
JAM,Jamaica,Men,2006,0.404263832,0.003488639,0.106008838,0.018530020
JAM,Jamaica,Men,2007,0.412683603,0.003957981,0.110535460,0.020090063
JAM,Jamaica,Men,2008,0.421140081,0.004481757,0.115199634,0.021762948
JAM,Jamaica,Men,2009,0.429608447,0.005065353,0.120006834,0.023563013
JAM,Jamaica,Men,2010,0.438106224,0.005717975,0.124964954,0.025496430
JAM,Jamaica,Men,2011,0.446676522,0.006446860,0.130101361,0.027584849
JAM,Jamaica,Men,2012,0.455330571,0.007258239,0.135435859,0.029834433
JAM,Jamaica,Men,2013,0.464007438,0.008163495,0.140961500,0.032260616
JAM,Jamaica,Men,2014,0.472721736,0.009172217,0.146706659,0.034879788
JAM,Jamaica,Men,2015,0.481493957,0.010296418,0.152676651,0.037698414
JAM,Jamaica,Men,2016,0.490353347,0.011548005,0.158876273,0.040739589
MEX,Mexico,Men,2000,0.547355490,0.004942512,0.167291670,0.030816109
MEX,Mexico,Men,2001,0.554792696,0.005388354,0.172265921,0.032676722
MEX,Mexico,Men,2002,0.562118582,0.005865328,0.177281310,0.034608667
MEX,Mexico,Men,2003,0.569330666,0.006375323,0.182324404,0.036611578
MEX,Mexico,Men,2004,0.576447091,0.006919553,0.187408949,0.038689623
MEX,Mexico,Men,2005,0.583452446,0.007494217,0.192520499,0.040845551
MEX,Mexico,Men,2006,0.590344548,0.008104202,0.197647017,0.043075575
MEX,Mexico,Men,2007,0.597125598,0.008747383,0.202775309,0.045381181
MEX,Mexico,Men,2008,0.603812995,0.009427615,0.207945108,0.047778370
PER,Peru,Men,2000,0.454287982,0.000992128,0.096689268,0.008630035
PER,Peru,Men,2001,0.461362717,0.001096316,0.100005397,0.009258200
PER,Peru,Men,2002,0.468428130,0.001209417,0.103375232,0.009921127
PER,Peru,Men,2003,0.475494016,0.001332145,0.106814077,0.010619089
PER,Peru,Men,2004,0.482546772,0.001464796,0.110307443,0.011354988
PER,Peru,Men,2005,0.489575305,0.001608088,0.113866240,0.012135492
PER,Peru,Men,2006,0.496583832,0.001763544,0.117491073,0.012957683
PER,Peru,Men,2007,0.503561067,0.001931245,0.121175411,0.013826719
PER,Peru,Men,2008,0.510509299,0.002112246,0.124928593,0.014743776
PER,Peru,Men,2009,0.517429669,0.002308425,0.128759695,0.015715864
PER,Peru,Men,2010,0.524302563,0.002521376,0.132660803,0.016745833
PER,Peru,Men,2011,0.531133635,0.002751415,0.136634190,0.017835797
PER,Peru,Men,2012,0.537926066,0.003001526,0.140687943,0.018991108
PER,Peru,Men,2013,0.544651516,0.003275170,0.144807048,0.020217883
PER,Peru,Men,2014,0.551323803,0.003574651,0.149005609,0.021525167
PER,Peru,Men,2015,0.557962608,0.003903244,0.153300087,0.022918263
PER,Peru,Men,2016,0.564543055,0.004266504,0.157669243,0.024400143
VEN,"Venezuela, Bolivarian Republic of",Men,2000,0.554196808,0.004985469,0.162746239,0.028357428
VEN,"Venezuela, Bolivarian Republic of",Men,2001,0.561330947,0.005409754,0.167287876,0.030020656
VEN,"Venezuela, Bolivarian Republic of",Men,2002,0.568211382,0.005852688,0.171765486,0.031714762
VEN,"Venezuela, Bolivarian Republic of",Men,2003,0.574872384,0.006314028,0.176180887,0.033446303
VEN,"Venezuela, Bolivarian Republic of",Men,2004,0.581321541,0.006795486,0.180566064,0.035215490
VEN,"Venezuela, Bolivarian Republic of",Men,2005,0.587571202,0.007290504,0.184902873,0.037021524
VEN,"Venezuela, Bolivarian Republic of",Men,2006,0.593617599,0.007798169,0.189173493,0.038851504
VEN,"Venezuela, Bolivarian Republic of",Men,2007,0.599465249,0.008320697,0.193384966,0.040717301
VEN,"Venezuela, Bolivarian Republic of",Men,2008,0.605132974,0.008862369,0.197555521,0.042632084
VEN,"Venezuela, Bolivarian Republic of",Men,2009,0.610659760,0.009420877,0.201721784,0.044599297
VEN,"Venezuela, Bolivarian Republic of",Men,2010,0.616064532,0.009998343,0.205888948,0.046621394
VEN,"Venezuela, Bolivarian Republic of",Men,2011,0.621380378,0.010604132,0.210097561,0.048718045
VEN,"Venezuela, Bolivarian Republic of",Men,2012,0.626614701,0.011239221,0.214345686,0.050892448
VEN,"Venezuela, Bolivarian Republic of",Men,2013,0.631766490,0.011907338,0.218652930,0.053152169
VEN,"Venezuela, Bolivarian Republic of",Men,2014,0.636846571,0.012618715,0.223027032,0.055513552
VEN,"Venezuela, Bolivarian Republic of",Men,2015,0.641900341,0.013378249,0.227499177,0.057979741
VEN,"Venezuela, Bolivarian Republic of",Men,2016,0.646933108,0.014193910,0.232073679,0.060566162
PRI,Puerto Rico,Men,2000,0.561501491,0.011345739,0.204031087,0.045866043
PRI,Puerto Rico,Men,2001,0.568698334,0.012301503,0.209205443,0.048382860
PRI,Puerto Rico,Men,2002,0.575734883,0.013319352,0.214358377,0.050983660
PRI,Puerto Rico,Men,2003,0.582655714,0.014400867,0.219503540,0.053668738
PRI,Puerto Rico,Men,2004,0.589445756,0.015548552,0.224639156,0.056440954
PRI,Puerto Rico,Men,2005,0.596101445,0.016762259,0.229783010,0.059309811
PRI,Puerto Rico,Men,2006,0.602639639,0.018038445,0.234950598,0.062266789
PRI,Puerto Rico,Men,2007,0.609060921,0.019386522,0.240159694,0.065328520
PRI,Puerto Rico,Men,2008,0.615381306,0.020802784,0.245400883,0.068488582
PRI,Puerto Rico,Men,2009,0.621614117,0.022302035,0.250711699,0.071773792
PRI,Puerto Rico,Men,2010,0.627778892,0.023885760,0.256086376,0.075179200
PRI,Puerto Rico,Men,2011,0.633917626,0.025560959,0.261541450,0.078724246
PRI,Puerto Rico,Men,2012,0.640022556,0.027327828,0.267090848,0.082412471
PRI,Puerto Rico,Men,2013,0.646078963,0.029199193,0.272735824,0.086248394
PRI,Puerto Rico,Men,2014,0.652115627,0.031185687,0.278516581,0.090256333
PRI,Puerto Rico,Men,2015,0.658134696,0.033296873,0.284415850,0.094437354
PRI,Puerto Rico,Men,2016,0.664149816,0.035538371,0.290457848,0.098817050
KNA,Saint Kitts and Nevis,Men,2000,0.352145163,0.003832169,0.084754069,0.015881695
KNA,Saint Kitts and Nevis,Men,2001,0.358555975,0.004261916,0.088186459,0.017097185
KNA,Saint Kitts and Nevis,Men,2002,0.365011275,0.004736801,0.091747587,0.018401513
KNA,Saint Kitts and Nevis,Men,2003,0.371541643,0.005259470,0.095441114,0.019797526
KNA,Saint Kitts and Nevis,Men,2004,0.378139734,0.005834231,0.099264471,0.021290624
KNA,Saint Kitts and Nevis,Men,2005,0.384771040,0.006462660,0.103210035,0.022883453
KNA,Saint Kitts and Nevis,Men,2006,0.391534033,0.007151404,0.107333953,0.024594227
KNA,Saint Kitts and Nevis,Men,2007,0.398402946,0.007904597,0.111630608,0.026427716
KNA,Saint Kitts and Nevis,Men,2008,0.405362322,0.008724111,0.116093808,0.028387270
KNA,Saint Kitts and Nevis,Men,2009,0.412394698,0.009617167,0.120728582,0.030483705
KNA,Saint Kitts and Nevis,Men,2010,0.419526325,0.010593164,0.125545636,0.032726635
KNA,Saint Kitts and Nevis,Men,2011,0.426801972,0.011661842,0.130574271,0.035137490
KNA,Saint Kitts and Nevis,Men,2012,0.434218199,0.012829936,0.135820991,0.037722834
KNA,Saint Kitts and Nevis,Men,2013,0.441731747,0.014110752,0.141294324,0.040501605
KNA,Saint Kitts and Nevis,Men,2014,0.449363506,0.015510055,0.147011590,0.043483478
KNA,Saint Kitts and Nevis,Men,2015,0.457117064,0.017040970,0.152974105,0.046682407
KNA,Saint Kitts and Nevis,Men,2016,0.465042178,0.018721626,0.159231554,0.050136687
LCA,Saint Lucia,Men,2000,0.322296057,0.001834437,0.071424900,0.009959699
LCA,Saint Lucia,Men,2001,0.328125735,0.002063863,0.074275748,0.010750339
LCA,Saint Lucia,Men,2002,0.333592736,0.002313445,0.077050595,0.011563374
LCA,Saint Lucia,Men,2003,0.338738131,0.002586168,0.079759487,0.012402906
LCA,Saint Lucia,Men,2004,0.343604222,0.002884003,0.082419254,0.013274234
LCA,Saint Lucia,Men,2005,0.348233765,0.003208641,0.085046527,0.014181226
LCA,Saint Lucia,Men,2006,0.352680282,0.003564908,0.087681574,0.015133922
LCA,Saint Lucia,Men,2007,0.356983985,0.003954925,0.090352194,0.016139022
LCA,Saint Lucia,Men,2008,0.361210067,0.004384405,0.093075048,0.017203297
LCA,Saint Lucia,Men,2009,0.365395978,0.004856704,0.095873280,0.018338884
LCA,Saint Lucia,Men,2010,0.369594855,0.005381238,0.098769462,0.019560874
LCA,Saint Lucia,Men,2011,0.374464535,0.005987194,0.102091889,0.020964658
LCA,Saint Lucia,Men,2012,0.379948359,0.006681231,0.105832814,0.022559899
LCA,Saint Lucia,Men,2013,0.385969562,0.007479294,0.109989996,0.024366069
LCA,Saint Lucia,Men,2014,0.392504741,0.008391089,0.114562580,0.026396113
LCA,Saint Lucia,Men,2015,0.399501119,0.009433288,0.119540976,0.028668010
LCA,Saint Lucia,Men,2016,0.406954236,0.010621497,0.124945935,0.031203905
SUR,Suriname,Men,2000,0.440872165,0.004522509,0.121540931,0.022323344
SUR,Suriname,Men,2001,0.448139471,0.004982862,0.125649663,0.023823979
SUR,Suriname,Men,2002,0.455397768,0.005483350,0.129847374,0.025411116
SUR,Suriname,Men,2003,0.462659257,0.006024856,0.134125558,0.027078773
SUR,Suriname,Men,2004,0.469913263,0.006610368,0.138492593,0.028839402
SUR,Suriname,Men,2005,0.477128291,0.007242953,0.142929673,0.030695549
SUR,Suriname,Men,2006,0.484230339,0.007920080,0.147415963,0.032625469
SUR,Suriname,Men,2007,0.491213689,0.008644215,0.151953585,0.034640938
SUR,Suriname,Men,2008,0.498095984,0.009420712,0.156534996,0.036746895
SUR,Suriname,Men,2009,0.504889689,0.010250709,0.161166150,0.038949366
SUR,Suriname,Men,2010,0.511589283,0.011139976,0.165860914,0.041252604
SUR,Suriname,Men,2011,0.518250209,0.012094727,0.170635578,0.043668387
SUR,Suriname,Men,2012,0.524877815,0.013117509,0.175512156,0.046207804
SUR,Suriname,Men,2013,0.531444292,0.014221451,0.180495908,0.048880209
SUR,Suriname,Men,2014,0.538016057,0.015410595,0.185618695,0.051707784
SUR,Suriname,Men,2015,0.544606289,0.016704057,0.190906987,0.054706156
SUR,Suriname,Men,2016,0.551249283,0.018112556,0.196389425,0.057899866
TTO,Trinidad and Tobago,Men,2000,0.284135815,0.001040987,0.056436051,0.006360960
TTO,Trinidad and Tobago,Men,2001,0.290747773,0.001191649,0.059355695,0.006984124
TTO,Trinidad and Tobago,Men,2002,0.297188551,0.001359855,0.062295253,0.007647106
TTO,Trinidad and Tobago,Men,2003,0.303511908,0.001547964,0.065260866,0.008353283
TTO,Trinidad and Tobago,Men,2004,0.309724811,0.001757527,0.068262014,0.009106830
TTO,Trinidad and Tobago,Men,2005,0.315837279,0.001990895,0.071304009,0.009911533
TTO,Trinidad and Tobago,Men,2006,0.321878262,0.002250731,0.074414811,0.010771386
TTO,Trinidad and Tobago,Men,2007,0.327874687,0.002540919,0.077603521,0.011695184
TTO,Trinidad and Tobago,Men,2008,0.333858246,0.002865356,0.080889413,0.012691543
TTO,Trinidad and Tobago,Men,2009,0.339853159,0.003227159,0.084274684,0.013766959
TTO,Trinidad and Tobago,Men,2010,0.345905480,0.003631567,0.087779640,0.014929965
TTO,Trinidad and Tobago,Men,2011,0.352047234,0.004085291,0.091428888,0.016194803
TTO,Trinidad and Tobago,Men,2012,0.358281677,0.004594314,0.095245460,0.017573693
TTO,Trinidad and Tobago,Men,2013,0.364591753,0.005165840,0.099231214,0.019076301
TTO,Trinidad and Tobago,Men,2014,0.370991531,0.005806565,0.103396566,0.020712300
TTO,Trinidad and Tobago,Men,2015,0.377502813,0.006527808,0.107745199,0.022495837
TTO,Trinidad and Tobago,Men,2016,0.384175088,0.007338040,0.112331212,0.024453009
VCT,Saint Vincent and the Grenadines,Men,2000,0.370116639,0.002730566,0.087715307,0.013684452
VCT,Saint Vincent and the Grenadines,Men,2001,0.378331774,0.003077409,0.091859974,0.014894703
VCT,Saint Vincent and the Grenadines,Men,2002,0.386587216,0.003463373,0.096136594,0.016192458
VCT,Saint Vincent and the Grenadines,Men,2003,0.394894865,0.003894283,0.100547740,0.017586011
VCT,Saint Vincent and the Grenadines,Men,2004,0.403248220,0.004371649,0.105081932,0.019081282
VCT,Saint Vincent and the Grenadines,Men,2005,0.411639260,0.004898933,0.109753422,0.020685566
VCT,Saint Vincent and the Grenadines,Men,2006,0.420055647,0.005481091,0.114579224,0.022402188
VCT,Saint Vincent and the Grenadines,Men,2007,0.428480510,0.006119869,0.119554898,0.024238529
VCT,Saint Vincent and the Grenadines,Men,2008,0.436934396,0.006821543,0.124678865,0.026202442
VCT,Saint Vincent and the Grenadines,Men,2009,0.445391739,0.007591660,0.129955977,0.028304347
VCT,Saint Vincent and the Grenadines,Men,2010,0.453870604,0.008438456,0.135405141,0.030552655
VCT,Saint Vincent and the Grenadines,Men,2011,0.462379386,0.009367542,0.141028519,0.032957603
VCT,Saint Vincent and the Grenadines,Men,2012,0.470913592,0.010382062,0.146833675,0.035522647
VCT,Saint Vincent and the Grenadines,Men,2013,0.479442285,0.011494036,0.152820081,0.038264277
VCT,Saint Vincent and the Grenadines,Men,2014,0.488016409,0.012713050,0.159010486,0.041197698
VCT,Saint Vincent and the Grenadines,Men,2015,0.496620700,0.014048166,0.165397416,0.044333608
VCT,Saint Vincent and the Grenadines,Men,2016,0.505226418,0.015515873,0.171988620,0.047688814
MEX,Mexico,Men,2009,0.610399767,0.010144908,0.213155740,0.050266455
MEX,Mexico,Men,2010,0.616891763,0.010902121,0.218410362,0.052848907
MEX,Mexico,Men,2011,0.623285285,0.011701440,0.223709892,0.055536958
MEX,Mexico,Men,2012,0.629580840,0.012547693,0.229051024,0.058326940
MEX,Mexico,Men,2013,0.635785387,0.013445586,0.234453967,0.061232075
MEX,Mexico,Men,2014,0.641927372,0.014404052,0.239939496,0.064261119
MEX,Mexico,Men,2015,0.648014738,0.015428057,0.245518601,0.067426070
MEX,Mexico,Men,2016,0.654049121,0.016524725,0.251199922,0.070726275
NIC,Nicaragua,Men,2000,0.449179482,0.003853772,0.109482866,0.015201118
NIC,Nicaragua,Men,2001,0.456654725,0.004240581,0.113544560,0.016358369
NIC,Nicaragua,Men,2002,0.464087397,0.004657805,0.117686214,0.017583884
NIC,Nicaragua,Men,2003,0.471481073,0.005108878,0.121901829,0.018880310
NIC,Nicaragua,Men,2004,0.478829320,0.005593245,0.126205680,0.020252717
NIC,Nicaragua,Men,2005,0.486107387,0.006110775,0.130579565,0.021699627
NIC,Nicaragua,Men,2006,0.493357415,0.006667201,0.135053558,0.023230753
NIC,Nicaragua,Men,2007,0.500579813,0.007260986,0.139609750,0.024850735
NIC,Nicaragua,Men,2008,0.507767543,0.007901548,0.144278326,0.026569222
NIC,Nicaragua,Men,2009,0.514904770,0.008587802,0.149058319,0.028390641
NIC,Nicaragua,Men,2010,0.521992980,0.009320084,0.153944942,0.030317230
NIC,Nicaragua,Men,2011,0.529070960,0.010105260,0.158954577,0.032364260
NIC,Nicaragua,Men,2012,0.536152627,0.010948771,0.164088018,0.034536413
NIC,Nicaragua,Men,2013,0.543218377,0.011860203,0.169357821,0.036842881
NIC,Nicaragua,Men,2014,0.550278672,0.012845050,0.174771095,0.039296501
NIC,Nicaragua,Men,2015,0.557343988,0.013910571,0.180342877,0.041903801
NIC,Nicaragua,Men,2016,0.564423320,0.015068848,0.186082789,0.044680337
PAN,Panama,Men,2000,0.462017466,0.003140501,0.106965565,0.015354949
PAN,Panama,Men,2001,0.470996817,0.003507664,0.111742359,0.016682810
PAN,Panama,Men,2002,0.479595008,0.003904785,0.116461003,0.018061886
PAN,Panama,Men,2003,0.487862093,0.004333377,0.121134056,0.019495178
PAN,Panama,Men,2004,0.495815745,0.004794361,0.125771791,0.020984410
PAN,Panama,Men,2005,0.503488108,0.005287839,0.130388165,0.022534102
PAN,Panama,Men,2006,0.510909041,0.005819125,0.134989246,0.024148544
PAN,Panama,Men,2007,0.518135267,0.006389177,0.139592632,0.025833824
PAN,Panama,Men,2008,0.525197054,0.007003295,0.144220981,0.027603243
PAN,Panama,Men,2009,0.532133588,0.007662889,0.148905602,0.029463788
PAN,Panama,Men,2010,0.538978554,0.008373644,0.153662389,0.031423018
PAN,Panama,Men,2011,0.545801031,0.009145162,0.158535328,0.033502002
PAN,Panama,Men,2012,0.552596398,0.009978999,0.163516958,0.035706366
PAN,Panama,Men,2013,0.559354299,0.010878133,0.168636318,0.038042819
PAN,Panama,Men,2014,0.566097698,0.011854017,0.173888757,0.040530584
PAN,Panama,Men,2015,0.572842968,0.012917311,0.179292959,0.043177831
PAN,Panama,Men,2016,0.579574099,0.014077638,0.184848517,0.045990656
PRY,Paraguay,Men,2000,0.426736901,0.001814183,0.099984371,0.012812235
PRY,Paraguay,Men,2001,0.435454174,0.002031155,0.104426263,0.013886162
PRY,Paraguay,Men,2002,0.444078015,0.002268277,0.108920283,0.015015669
PRY,Paraguay,Men,2003,0.452614045,0.002527326,0.113468797,0.016206497
PRY,Paraguay,Men,2004,0.461066713,0.002810074,0.118076394,0.017459735
PRY,Paraguay,Men,2005,0.469449295,0.003118268,0.122757518,0.018783295
PRY,Paraguay,Men,2006,0.477627652,0.003452527,0.127451470,0.020166833
PRY,Paraguay,Men,2007,0.485637345,0.003814217,0.132153463,0.021613165
PRY,Paraguay,Men,2008,0.493488376,0.004204500,0.136891878,0.023126879
PRY,Paraguay,Men,2009,0.501216129,0.004626435,0.141687095,0.024721830
PRY,Paraguay,Men,2010,0.508867693,0.005086269,0.146557255,0.026401697
PRY,Paraguay,Men,2011,0.516481135,0.005588154,0.151507531,0.028177885
PRY,Paraguay,Men,2012,0.524041426,0.006133790,0.156545635,0.030050838
PRY,Paraguay,Men,2013,0.531563703,0.006733553,0.161705214,0.032043751
PRY,Paraguay,Men,2014,0.539047845,0.007391610,0.166991951,0.034163363
PRY,Paraguay,Men,2015,0.546545004,0.008116312,0.172420203,0.036417334
PRY,Paraguay,Men,2016,0.554043362,0.008913278,0.177996611,0.038824754
URY,Uruguay,Men,2000,0.555262265,0.004776450,0.175801910,0.028973909
URY,Uruguay,Men,2001,0.562660813,0.005199796,0.180497172,0.030610639
URY,Uruguay,Men,2002,0.570020050,0.005656188,0.185242389,0.032312938
URY,Uruguay,Men,2003,0.577396468,0.006148877,0.190054639,0.034082529
URY,Uruguay,Men,2004,0.584740833,0.006679305,0.194927572,0.035924443
URY,Uruguay,Men,2005,0.592046114,0.007249465,0.199863967,0.037841881
URY,Uruguay,Men,2006,0.599272176,0.007863203,0.204839974,0.039834963
URY,Uruguay,Men,2007,0.606433919,0.008524809,0.209850342,0.041913377
URY,Uruguay,Men,2008,0.613538269,0.009236978,0.214917752,0.044081154
URY,Uruguay,Men,2009,0.620580726,0.010003527,0.220066427,0.046348940
URY,Uruguay,Men,2010,0.627565103,0.010832496,0.225283307,0.048721145
URY,Uruguay,Men,2011,0.634470330,0.011725564,0.230534651,0.051194788
URY,Uruguay,Men,2012,0.641300139,0.012688626,0.235846073,0.053776860
URY,Uruguay,Men,2013,0.648041345,0.013729216,0.241225182,0.056478525
URY,Uruguay,Men,2014,0.654712776,0.014854417,0.246684011,0.059314842
URY,Uruguay,Men,2015,0.661313519,0.016072842,0.252237716,0.062293309
URY,Uruguay,Men,2016,0.667842008,0.017384539,0.257875936,0.065421669
USA,United States of America,Men,2000,0.654636841,0.022635206,0.248030189,0.072776652
USA,United States of America,Men,2001,0.661793396,0.024474857,0.255742911,0.077198777
USA,United States of America,Men,2002,0.668664592,0.026376213,0.263360795,0.081692310
USA,United States of America,Men,2003,0.675292876,0.028339584,0.270887693,0.086257952
USA,United States of America,Men,2004,0.681678049,0.030359802,0.278322715,0.090870189
USA,United States of America,Men,2005,0.687820094,0.032434255,0.285671294,0.095525825
USA,United States of America,Men,2006,0.693747046,0.034555138,0.292944305,0.100228691
USA,United States of America,Men,2007,0.699486543,0.036726906,0.300161006,0.104987686
USA,United States of America,Men,2008,0.705047638,0.038961332,0.307331940,0.109809973
USA,United States of America,Men,2009,0.710464537,0.041251355,0.314480263,0.114692575
USA,United States of America,Men,2010,0.715761318,0.043616945,0.321613523,0.119653113
USA,United States of America,Men,2011,0.720953783,0.046058778,0.328731411,0.124690123
USA,United States of America,Men,2012,0.726050280,0.048584233,0.335864628,0.129825016
USA,United States of America,Men,2013,0.731065817,0.051198051,0.343023406,0.135060755
USA,United States of America,Men,2014,0.736027075,0.053897627,0.350211972,0.140411708
USA,United States of America,Men,2015,0.740939386,0.056707800,0.357449409,0.145906889
USA,United States of America,Men,2016,0.745793858,0.059622864,0.364743138,0.151533260
BOL,"Bolivia, Plurinational State of",Women,2000,0.522817824,0.009690700,0.185074082,0.045668947
BOL,"Bolivia, Plurinational State of",Women,2001,0.528970462,0.010337249,0.189857863,0.047855270
BOL,"Bolivia, Plurinational State of",Women,2002,0.535017169,0.011011889,0.194658804,0.050094900
BOL,"Bolivia, Plurinational State of",Women,2003,0.540972294,0.011712128,0.199471032,0.052395655
BOL,"Bolivia, Plurinational State of",Women,2004,0.546861766,0.012446523,0.204315114,0.054764246
